count,whiteWins,blackWins,draw,opening_name,opening_variation
4382,2343,1885,154,Polish Opening, Bugayev Advance Variation
4380,2279,1856,245,Neo-Grünfeld Defense, Classical Variation
4379,2061,2090,228,Torre Attack," Classical Defense, Nimzowitsch Variation"
4378,2146,2051,181,Queen's Pawn Game," Torre Attack, Grünfeld Variation"
4375,2002,2065,308,Benko Gambit Accepted, Modern Variation
4361,2214,1928,219,Semi-Slav Defense, Botvinnik Variation
4336,2215,1898,223,King's Indian Defense, Steiner Attack
4333,1974,2140,219,Tarrasch Defense, Schara Gambit
4321,2319,1871,131,Nimzowitsch Defense," Kennedy Variation, Main Line"
4318,2436,1701,181,Queen's Pawn Game," Veresov Attack, Richter Variation"
4312,1849,2336,127,Alekhine Defense, O'Sullivan Gambit
4300,2255,1826,219,Polish Opening, Symmetrical Variation
4285,2062,2062,161,Queen's Pawn Game, Englund Gambit
4277,2227,1856,194,Queen's Gambit Declined," Chigorin Defense, Lazard Gambit"
4232,1794,2310,128,King's Pawn Game, Schulze-Müller Gambit
4217,1881,2076,260,Grünfeld Defense," Exchange Variation, Classical Variation"
4207,2133,1915,159,Polish Opening, Dutch Defense
4202,1998,1922,282,Russian Game," Classical Attack, Marshall Variation"
4201,1925,2034,242,Pirc Defense," Austrian Attack, Dragon Formation"
4189,1871,2186,132,Scandinavian Defense, Kiel Variation
4175,2037,1906,232,Grünfeld Defense," Three Knights Variation, Hungarian Attack"
4133,1961,1936,236,Queen's Gambit Declined," Harrwitz Attack, Fianchetto Defense"
4128,2197,1758,173,Sicilian Defense," Dragon Variation, Levenfish Variation"
4127,2034,1929,164,Sicilian Defense, Flohr Variation
4114,1555,2418,141,King's Gambit Declined," Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit"
4112,2077,1895,140,Sicilian Defense, Quinteros Variation
4089,2105,1808,176,Old Indian Defense, Tartakower-Indian
4075,2059,1827,189,Queen's Pawn Game," Veresov Attack, Boyce Defense"
4069,2093,1847,129,Caro-Kann Defense," Hillbilly Attack, Schaeffer Gambit"
4065,1926,2016,123,Italian Game," Scotch Gambit, Double Gambit Accepted"
4063,1961,1919,183,Grob Opening, Spike Attack
4063,2017,1752,294,Ruy Lopez," Closed, Martinez Variation"
4060,1919,1829,312,French Defense," Tarrasch Variation, Chistyakov Defense"
4054,2117,1797,140,Queen's Gambit Declined," Chigorin Defense, Tartakower Gambit"
4019,1815,2024,180,French Defense," Winawer Variation, Poisoned Pawn Variation"
4007,1861,2021,125,Sicilian Defense," Modern Variations, Ginsberg Gambit"
4007,1961,1880,166,Ruy Lopez, Lucena Variation
3980,1714,2127,139,King's Gambit Accepted, Hanstein Gambit
3967,1955,1793,219,French Defense," Tarrasch Variation, Guimard Defense"
3958,1885,1962,111,Italian Game," Scotch Gambit, Max Lange Attack"
3955,1962,1881,112,Alekhine Defense," Krejcik Variation, Krejcik Gambit"
3953,1922,1814,217,King's Indian Defense," Fianchetto Variation, Classical Variation"
3939,1903,1831,205,Sicilian Defense," Najdorf Variation, Zagreb Variation"
3908,2661,1106,141,King's Pawn Game," Damiano Defense, Damiano Gambit"
3895,1858,1884,153,Queen's Gambit Declined, Been-Koomen Variation
3894,2105,1580,209,Réti Opening," Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line"
3868,1415,1544,909,Ruy Lopez," Berlin Defense, l'Hermet Variation, Berlin Wall Defense"
3856,2009,1746,101,Bishop's Opening, Warsaw Gambit
3807,1839,1794,174,French Defense," Classical Variation, Svenonius Variation"
3804,2063,1671,70,Latvian Gambit," Mayet Attack, Morgado Defense"
3795,1777,1860,158,Caro-Kann Defense," Panov Attack, Gunderam Attack"
3770,1745,1847,178,Sicilian Defense," Accelerated Fianchetto, Maróczy Bind"
3766,1878,1720,168,Polish Opening, Grigorian Variation
3759,1868,1700,191,King's Indian Defense," Fianchetto Variation, Simagin Variation"
3752,1934,1658,160,Sicilian Defense, Bücker Variation
3751,1279,2309,163,Bongcloud Attack,~
3745,1968,1609,168,Queen's Gambit Declined," Albin Countergambit, Modern Line"
3730,1697,1884,149,Indian Defense," Paleface Attack, Blackmar-Diemer Gambit Deferred"
3712,1814,1741,157,Three Knights Opening, Schlechter Variation
3683,1804,1639,240,Dutch Defense," Classical Variation, Stonewall Variation"
3641,1880,1620,141,King's Indian Defense, Kramer Variation
3619,1910,1589,120,English Opening," King's English Variation, Keres Defense"
3601,1770,1529,302,Sicilian Defense," Moscow Variation, Sokolsky Variation"
3597,1902,1511,184,Semi-Slav Defense, Bogoljubov Variation
3592,1765,1596,231,Ruy Lopez, Marshall Attack
3571,1875,1521,175,King's Indian Defense," Orthodox Variation, Classical System"
3570,1860,1458,252,King's Indian Defense," Orthodox Variation, Bayonet Attack"
3566,1755,1710,101,Sicilian Defense, Halasz Gambit
3558,1652,1730,176,Nimzo-Indian Defense, St. Petersburg Variation
3550,1696,1692,162,King's Indian Defense," Semi-Classical Variation, Benoni Variation"
3537,1732,1626,179,Zukertort Opening, Double Fianchetto Attack
3536,1182,2218,136,Queen's Gambit Declined," Albin Countergambit, Lasker Trap"
3531,1580,1788,163,Sicilian Defense," Dragon Variation, Yugoslav Attack, Old Line"
3520,1672,1712,136,Grob Opening, Keene Defense
3517,1588,1667,262,Queen's Gambit Declined, Tartakower Defense
3496,1825,1534,137,Van Geet Opening, Berlin Gambit
3489,1804,1563,122,Montevideo Defense,~
3484,1800,1473,211,System, Double Duck Formation
3475,1721,1537,217,Dutch Defense," Leningrad Variation, Warsaw Variation"
3473,1706,1567,200,Italian Game," Classical Variation, Greco Gambit, Anderssen Variation"
3467,1873,1410,184,Sicilian Defense," Lasker-Pelikan Variation, Sveshnikov Variation"
3458,1708,1526,224,King's Indian Attack, Double Fianchetto
3455,1647,1603,205,French Defense," Advance Variation, Lputian Variation"
3451,1645,1488,318,King's Indian Defense, Exchange Variation
3432,1797,1420,215,King's Indian Defense," Orthodox Variation, Gligoric-Taimanov System"
3431,1588,1393,450,Semi-Slav Defense, Stoltz Variation
3420,1931,1402,87,Center Game," Lanc-Arnold Gambit, Schippler Gambit"
3420,1765,1539,116,Ruy Lopez," Morphy Defense, Jaffe Gambit"
3393,1762,1505,126,Queen's Gambit Declined, Alapin Variation
3362,1661,1450,251,English Opening," Symmetrical Variation, Botvinnik System Reversed"
3327,1752,1435,140,Nimzo-Larsen Attack, Polish Variation
3326,1589,1573,164,Russian Game, Karklins-Martinovsky Variation
3321,1715,1511,95,King's Gambit Accepted," Bishop's Gambit, Cozio Defense"
3318,1601,1579,138,Pirc Defense," Austrian Attack, Kurajica Variation"
3317,1567,1618,132,King's Gambit Declined," Falkbeer Countergambit, Hinrichsen Gambit"
3315,2123,1103,89,King's Gambit Accepted," Muzio Gambit, Wild Muzio Gambit"
3309,1707,1406,196,French Defense," Tarrasch Variation, Open System, Main Line"
3291,1617,1484,190,Grünfeld Defense, Brinckmann Attack
3285,1642,1480,163,Semi-Slav Defense, Accelerated Meran Variation
3274,1560,1513,201,King's Indian Defense," Petrosian Variation, Stein Defense"
3259,1468,1622,169,Ruy Lopez," Exchange Variation, Alapin Gambit"
3249,1459,1645,145,Sicilian Defense," Smith-Morra Gambit Accepted, Classical Formation"
3245,1648,1480,117,Ruy Lopez," Morphy Defense, Arkhangelsk Variation"
3241,1730,1338,173,Catalan Opening," Open Defense, Classical Line"
3231,1586,1467,178,Queen's Gambit Declined," Orthodox Defense, Main Line"
3226,1641,1389,196,English Opening," Agincourt Defense, Wimpy System"
3218,1343,1816,59,Italian Game," Two Knights Defense, Traxler Counterattack, King March Line"
3198,1622,1433,143,Old Indian Defense," Janowski Variation, Fianchetto Variation"
3188,1658,1404,126,Indian Defense," Budapest Defense, Alekhine Variation"
3176,1677,1331,168,Queen's Indian Defense, Fianchetto Traditional
3174,1501,1502,171,French Defense," Tarrasch Variation, Morozevich Variation"
3171,1675,1405,91,Mikenas Defense, Cannstatter Variation
3165,1607,1401,157,Queen's Gambit Declined, Capablanca Variation
3150,1637,1383,130,English Opening," King's English Variation, Troger Defense"
3140,1468,1556,116,Modern Defense, Wind Gambit
3136,1652,1324,160,Réti Opening," Anglo-Slav Variation, Bogoljubov Variation"
3122,1434,1608,80,Vienna Game," Vienna Gambit, Pierce Gambit"
3116,1566,1356,194,French Defense," Winawer Variation, Bogoljubov Variation"
3115,1393,1628,94,King's Gambit Accepted, Traditional Variation
3105,1344,1606,155,Sicilian Defense," Najdorf Variation, English Attack, Anti-English"
3101,1622,1302,177,Italian Game," Classical Variation, Greco Gambit, Moeller-Therkatz Attack"
3099,1657,1336,106,Vienna Game," Vienna Gambit, Steinitz Gambit"
3095,1394,1517,184,Semi-Slav Defense, Meran Variation
3093,1699,1255,139,Ruy Lopez," Morphy Defense, Wormald Attack"
3091,1731,1205,155,Ruy Lopez," Morphy Defense, Mackenzie Variation"
3090,1609,1315,166,French Defense," Winawer Variation, Alekhine-Maróczy Gambit"
3088,1652,1308,128,Slav Defense, Alapin Variation
3088,1597,1362,129,French Defense, Alekhine-Chatard Attack
3085,1607,1354,124,Nimzowitsch Defense," Scandinavian Variation, Bogoljubov Variation, Nimzowitsch Gambit"
3081,1556,1421,104,Ponziani Opening, Romanishin Variation
3078,1429,1572,77,Italian Game," Evans Gambit, McDonnell Defense, Main Line"
3068,1581,1354,133,King's Indian Defense," Sämisch Variation, Bobotsov-Korchnoi-Petrosian Variation"
3064,1463,1509,92,Bishop's Opening," Berlin Defense, Greco Gambit"
3047,1482,1416,149,Nimzo-Indian Defense, Hübner Variation
3047,1696,1206,145,Australian Defense,~
3043,1730,1214,99,Alekhine Defense, The Squirrel
3039,1538,1330,171,Benoni Defense," Classical Variation, New York Variation"
3035,1783,1158,94,Bishop's Opening," Urusov Gambit, Keidansky Gambit"
3032,1967,957,108,Scotch Game, Blumenfeld Attack
3030,1461,1208,361,Ruy Lopez," Closed, Anti-Marshall"
3028,1385,1537,106,King's Gambit Declined," Classical, Soldatenkov Variation"
3025,1513,1343,169,Nimzo-Indian Defense, Romanishin Variation
3025,1612,1244,169,King's Indian Defense," Sämisch Variation, Orthodox Variation"
2996,1490,1297,209,Tarrasch Defense, Classical Variation
2994,1455,1391,148,Queen's Gambit Declined, Lasker Defense
2992,1471,1370,151,King's Indian Defense," Fianchetto Variation, Karlsbad Variation"
2971,1446,1447,78,King's Gambit Accepted," Muzio Gambit, Sarratt Defense"
2969,1639,1245,85,King's Gambit Accepted," Kieseritzky Gambit, Long Whip"
2935,1548,1270,117,Sicilian Defense," Dragon Variation, Yugoslav Attack, Panov Variation"
2916,1522,1304,90,Bishop's Opening," Calabrese Countergambit, Jaenisch Variation"
2903,1463,1253,187,Grob Opening, Double Grob
2903,1117,1446,340,Ruy Lopez," Marshall Attack, Modern Main Line"
2901,1310,1519,72,Italian Game," Evans Gambit, Anderssen Defense"
2899,1585,1242,72,Van Geet Opening, Reversed Scandinavian
2866,1427,1320,119,French Defense," Winawer Variation, Maróczy-Wallis Variation"
2860,1393,1343,124,Sicilian Defense," O'Kelly Variation, Quiet System"
2855,1503,1225,127,Réti Opening, Reversed Blumenfeld Gambit
2853,1422,1291,140,Russian Game," Modern Attack, Center Attack"
2841,1369,1381,91,Sicilian Defense," O'Kelly Variation, Normal System, Zagorovsky Line"
2839,1357,1335,147,Sicilian Defense, Boleslavsky Variation
2826,1540,1172,114,Hungarian Opening, Myers Defense
2824,1360,1389,75,King's Gambit Accepted, Salvio Gambit
2815,1346,1319,150,Sicilian Defense," Sozin Attack, Flank Variation"
2808,1306,1352,150,Russian Game, Millennium Attack
2808,1325,1391,92,King's Gambit Accepted," Cunningham Defense, McCormick Defense"
2807,1459,1285,63,Scotch Game, Vitzthum Attack
2806,1380,1311,115,Queen's Pawn Game," Veresov Attack, Veresov Variation"
2806,1327,1354,125,Blackmar-Diemer Gambit, Tartakower Variation
2800,1513,1209,78,Benoni Defense," Modern Variation, Snake Variation"
2800,1458,1271,71,Bishop's Opening, Stein Gambit
2791,1344,1307,140,King's Indian Defense," Fianchetto Variation, Yugoslav System"
2791,1496,1169,126,Ruy Lopez," Closed, Averbakh Variation"
2772,1333,1251,188,Bogo-Indian Defense, Wade-Smyslov Variation
2762,1400,1286,76,Bird Opening, Wagner-Zwitersch Gambit
2760,1308,1307,145,Scotch Game, Paulsen Attack
2754,1489,1191,74,Scandinavian Defense," Anderssen Counterattack, Goteborg System"
2753,1408,1249,96,Italian Game," Evans Gambit, Stone-Ware Variation"
2739,1512,1105,122,Caro-Kann Defense," Classical Variation, Maróczy Attack"
2734,1350,1296,88,King's Gambit Accepted," Kieseritzky Gambit, Kolisch Defense"
2729,1578,1060,91,French Defense," Alekhine-Chatard Attack, Albin-Chatard Gambit"
2724,1376,1248,100,Russian Game," Cochrane Gambit, Center Variation"
2723,1371,1168,184,Slav Defense, Breyer Variation
2722,1519,1108,95,French Defense," Advance Variation, Nimzowitsch Gambit"
2716,1402,1141,173,Queen's Gambit Declined," Cambridge Springs Defense, Capablanca Variation"
2713,1240,1364,109,Latvian Gambit, Fraser Defense
2709,1569,1076,64,Italian Game," Evans Gambit, Compromised Defense"
2702,1310,1252,140,Benko Gambit Declined, Main Line
2699,1262,1268,169,French Defense," Tarrasch Variation, Guimard Defense, Main Line"
2696,1266,1266,164,Four Knights Game," Scotch Variation, Schmid Defense"
2693,1266,1311,116,French Defense," Winawer Variation, Classical Variation"
2681,1386,1198,97,Van Geet Opening, Novosibirsk Variation
2674,1382,1125,167,Queen's Indian Defense, Classical Variation
2672,1329,1217,126,English Opening," King's English Variation, Taimanov Variation"
2647,1341,1153,153,Caro-Kann Defense," Panov Attack, Modern Defense, Carlsbad Line"
2642,1191,1363,88,Latvian Gambit, Clam Gambit
2639,1421,1080,138,Sicilian Defense," Najdorf Variation, Freak Attack"
2636,1286,1233,117,Queen's Gambit Accepted," Central Variation, McDonnell Defense, Somov Gambit"
2635,1262,1239,134,Dutch Defense," Leningrad Variation, Matulovic Variation"
2635,1317,1177,141,Sicilian Defense," Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation"
2633,1266,1215,152,Pirc Defense, Sveshnikov System
2625,1363,1170,92,Benoni Defense, Cormorant Gambit
2609,1281,1187,141,Zukertort Opening, Santasiere's Folly
2604,1392,1111,101,Pirc Defense, Bayonet Attack
2603,1392,1106,105,Nimzowitsch Defense, Pirc Connection
2598,1373,1134,91,Alekhine Defense," Hunt Variation, Lasker Simul Gambit"
2593,1315,1084,194,Neo-Grünfeld Defense, Delayed Exchange Variation
2588,1406,1067,115,Ruy Lopez," Closed, Closed Defense"
2546,1275,1098,173,Nimzo-Indian Defense," Normal Variation, Bishop Attack, Classical Defense"
2545,1255,1044,246,Russian Game," Classical Attack, Staunton Variation"
2543,1307,1138,98,Sicilian Defense," Dragon Variation, Yugoslav Attack, Early Deviations"
2537,1235,1157,145,Pirc Defense," Classical Variation, Quiet System, Chigorin Line"
2531,1322,1087,122,English Opening," Anglo-Indian Defense, Nimzo-English"
2529,1198,1189,142,Queen's Gambit Declined," Harrwitz Attack, Two Knights Defense"
2525,1215,1189,121,King's Indian Defense," Fianchetto Variation, Yugoslav Variation, Advance Line"
2514,1194,1100,220,Tarrasch Defense, Prague Variation
2483,1170,1121,192,Queen's Gambit Declined," Semi-Tarrasch Defense, Exchange Variation"
2478,1288,1105,85,Pterodactyl Defense," Eastern, Rhamphorhynchus"
2477,1288,1018,171,Queen's Indian Defense, Capablanca Variation
2475,1308,1069,98,Sicilian Defense," Najdorf Variation, Traditional Line"
2474,1277,1069,128,Ruy Lopez," Closed, Pilnik Variation"
2466,1232,1090,144,Queen's Gambit Declined, Anti-Tartakower Variation
2464,1263,1076,125,Benoni Defense, Fianchetto Variation
2458,1189,1144,125,English Opening," Anglo-Indian Defense, Anti-Anti-Grünfeld"
2456,1451,862,143,Catalan Opening," Closed, Main Line"
2452,1172,1206,74,King's Pawn Game," Macleod Attack, Lasa Gambit"
2439,1117,1158,164,Benko Gambit Accepted, King Walk Variation
2433,1082,1199,152,Benoni Defense, Weenink Variation
2428,1292,1057,79,Döry Defense,~
2426,1166,1141,119,Sicilian Defense," Pin Variation, Koch Variation"
2419,1342,1002,75,Ruy Lopez, Rotary-Albany Gambit
2413,1171,1161,81,Philidor Defense," Hanham Variation, Schlechter Variation"
2403,1212,1046,145,French Defense," Classical Variation, Burn Variation, Morozevich Line"
2399,1168,1152,79,Bird Opening, Hobbs Gambit
2393,1035,1251,107,Sicilian Defense," Scheveningen Variation, Vitolins Variation"
2392,1166,1113,113,Ruy Lopez," Cozio Defense, Paulsen Variation"
2389,1316,988,85,Dutch Defense, Blackmar's Second Gambit
2389,1237,1062,90,Nimzowitsch Defense, El Columpio Defense
2388,1248,1061,79,Alekhine Defense, Modern Variation
2378,1109,1181,88,Benoni Defense," Classical Variation, Averbakh-Grivas Attack"
2369,1151,1082,136,Dutch Defense, Leningrad Variation
2367,1315,946,106,Slav Defense, Soultanbeieff Variation
2364,1255,1029,80,Nimzo-Indian Defense," Normal Variation, Sämisch Deferred"
2363,1015,1255,93,Scotch Game, Alekhine Gambit
2345,1220,1024,101,Russian Game," Classical Attack, Closed Variation"
2344,1200,1045,99,Nimzo-Indian Defense," Normal Variation, Bishop Attack"
2344,1358,904,82,Queen's Gambit Declined," Baltic Defense, Queen Attack"
2338,1247,993,98,Queen's Gambit Declined," Albin Countergambit, Fianchetto Variation, Bg4 Line"
2333,1392,871,70,Sicilian Defense, Polish Gambit
2329,1176,996,157,Nimzo-Indian Defense, Reshevsky Variation
2329,1052,1109,168,Slav Defense," Czech Variation, Dutch Variation"
2324,971,1281,72,Van Geet Opening, Laroche Gambit
2324,1165,1022,137,Sicilian Defense," Smith-Morra Gambit Declined, Dubois Variation"
2321,1240,959,122,Queen's Gambit Declined," Albin Countergambit, Fianchetto Variation"
2321,1250,1027,44,Latvian Gambit, Mayet Attack
2320,1048,1185,87,Italian Game," Classical Variation, Closed Variation"
2319,1153,1027,139,Sicilian Defense," O'Kelly Variation, Maróczy Bind"
2317,1121,1092,104,King's Indian Defense, Petrosian Variation
2313,1094,1065,154,Blackmar-Diemer Gambit," Lemberger Countergambit, Endgame Variation"
2311,1226,1030,55,Queen's Gambit Declined," Baltic Defense, Queen Attack Deferred"
2306,1101,1101,104,Sicilian Defense," Scheveningen Variation, Modern Variation"
2293,1007,1221,65,Latvian Gambit Accepted, Main Line
